monthly_income,credit_score,debt_to_income,employment_months,age,num_late_payments,existing_loans,loan_amount,loan_term_months,has_mortgage,approved,decision,probability_default,risk_level,expected_credit_loss
500.0,600.0,0.13,13.0,43.0,0.0,1.0,436.8,120.0,1.0,0.0,Manual Review,0.5738,Medium,112.79
193.6,590.0,0.368,4.0,42.0,0.0,2.0,1405.4,48.0,0.0,0.0,Rejected,0.6279,High,397.1
460.0,588.0,0.207,4.0,43.0,1.0,1.0,345.6,60.0,1.0,0.0,Manual Review,0.5691,Medium,88.5
453.4,546.0,0.502,45.0,18.0,1.0,1.0,442.9,36.0,0.0,0.0,Manual Review,0.5457,Medium,108.75
270.1,749.0,0.257,69.0,44.0,0.0,1.0,138.9,36.0,0.0,1.0,Manual Review,0.5599,Medium,35.0
370.1,594.0,0.604,10.0,18.0,1.0,0.0,186.1,60.0,0.0,0.0,Manual Review,0.5238,Medium,43.87
313.3,717.0,0.078,0.0,47.0,1.0,0.0,117.5,60.0,1.0,1.0,Manual Review,0.5573,Medium,29.47
500.0,741.0,0.296,9.0,51.0,1.0,0.0,1065.7,60.0,0.0,1.0,Manual Review,0.5898,Medium,282.84
500.0,699.0,0.368,2.0,21.0,0.0,3.0,311.6,48.0,0.0,1.0,Manual Review,0.5305,Medium,74.39
500.0,585.0,0.393,3.0,41.0,0.0,0.0,1301.3,48.0,0.0,0.0,Rejected,0.6153,High,360.31
500.0,652.0,0.529,20.0,50.0,2.0,1.0,52.7,60.0,0.0,0.0,Manual Review,0.5501,Medium,13.05
310.5,618.0,0.31,9.0,32.0,2.0,2.0,1552.9,36.0,0.0,1.0,Rejected,0.621,High,433.94
420.0,547.0,0.057,26.0,46.0,1.0,1.0,426.2,36.0,0.0,0.0,Rejected,0.7497,High,143.78
500.0,645.0,0.156,10.0,18.0,0.0,1.0,590.7,84.0,0.0,0.0,Manual Review,0.5623,Medium,149.46
296.3,525.0,0.095,101.0,51.0,4.0,1.0,192.3,36.0,0.0,0.0,Manual Review,0.5763,Medium,49.87
500.0,715.0,0.659,85.0,38.0,1.0,1.0,686.3,48.0,0.0,1.0,Rejected,0.7692,High,237.55
484.2,582.0,0.235,30.0,34.0,2.0,1.0,333.7,60.0,0.0,0.0,Manual Review,0.5602,Medium,84.12
452.7,636.0,0.202,15.0,49.0,1.0,2.0,173.2,120.0,0.0,0.0,Manual Review,0.5632,Medium,43.89
500.0,642.0,0.341,17.0,58.0,0.0,2.0,171.3,36.0,1.0,0.0,Manual Review,0.5686,Medium,43.83
500.0,599.0,0.371,19.0,43.0,2.0,1.0,168.9,36.0,0.0,0.0,Manual Review,0.5505,Medium,41.84
455.8,666.0,0.258,46.0,57.0,2.0,1.0,610.1,60.0,1.0,1.0,Rejected,0.8156,High,223.91
500.0,582.0,0.328,21.0,19.0,0.0,2.0,270.7,60.0,0.0,0.0,Manual Review,0.5257,Medium,64.04
318.0,689.0,0.42,69.0,45.0,2.0,1.0,121.2,60.0,1.0,1.0,Manual Review,0.5566,Medium,30.36
500.0,512.0,0.131,103.0,36.0,1.0,2.0,604.8,48.0,0.0,0.0,Manual Review,0.5806,Medium,158.01
500.0,630.0,0.328,14.0,28.0,1.0,1.0,79.1,36.0,0.0,0.0,Manual Review,0.5184,Medium,18.45
467.7,775.0,0.309,29.0,18.0,0.0,3.0,1303.4,48.0,0.0,1.0,Manual Review,0.5993,Medium,351.49
500.0,539.0,0.443,3.0,45.0,2.0,2.0,2000.0,84.0,1.0,0.0,Rejected,0.6287,High,565.85
292.1,565.0,0.452,8.0,48.0,0.0,1.0,157.5,84.0,0.0,0.0,Manual Review,0.5677,Medium,40.23
500.0,661.0,0.177,19.0,54.0,2.0,2.0,1044.6,24.0,0.0,1.0,Manual Review,0.5946,Medium,279.52
497.8,634.0,0.066,8.0,52.0,2.0,4.0,595.1,36.0,0.0,0.0,Rejected,0.614,High,164.42
420.4,648.0,0.266,75.0,28.0,0.0,0.0,301.7,48.0,0.0,1.0,Manual Review,0.5461,Medium,74.15
500.0,659.0,0.35,6.0,53.0,0.0,3.0,313.2,120.0,0.0,1.0,Manual Review,0.5744,Medium,80.95
383.9,670.0,0.516,21.0,54.0,0.0,1.0,759.8,60.0,0.0,0.0,Manual Review,0.5972,Medium,204.19
270.0,708.0,0.11,33.0,34.0,2.0,3.0,435.9,36.0,0.0,1.0,Manual Review,0.5693,Medium,111.67
250.7,652.0,0.063,42.0,38.0,0.0,0.0,56.5,12.0,0.0,1.0,Manual Review,0.541,Medium,13.76
500.0,600.0,0.133,17.0,26.0,0.0,0.0,2000.0,48.0,1.0,0.0,Rejected,0.6207,High,558.67
287.8,673.0,0.058,73.0,55.0,0.0,1.0,636.5,24.0,0.0,1.0,Manual Review,0.5976,Medium,171.17
500.0,771.0,0.325,30.0,19.0,0.0,4.0,431.7,60.0,0.0,1.0,Manual Review,0.5409,Medium,105.09
192.8,609.0,0.289,20.0,44.0,3.0,2.0,253.3,60.0,1.0,0.0,Rejected,0.7954,High,90.67
500.0,542.0,0.353,2.0,30.0,1.0,3.0,386.9,48.0,0.0,0.0,Manual Review,0.5519,Medium,96.08
500.0,708.0,0.134,22.0,24.0,0.0,2.0,1242.4,36.0,0.0,1.0,Manual Review,0.5831,Medium,326.0
500.0,610.0,0.407,61.0,18.0,1.0,4.0,554.9,84.0,1.0,0.0,Rejected,0.7271,High,181.57
415.8,446.0,0.156,34.0,35.0,1.0,5.0,607.7,36.0,0.0,0.0,Rejected,0.7936,High,217.02
500.0,687.0,0.297,64.0,22.0,0.0,2.0,165.7,36.0,0.0,1.0,Manual Review,0.519,Medium,38.7
500.0,577.0,0.643,24.0,38.0,0.0,1.0,340.3,84.0,1.0,1.0,Manual Review,0.5618,Medium,86.03
500.0,612.0,0.142,4.0,59.0,1.0,2.0,468.8,60.0,1.0,0.0,Manual Review,0.5933,Medium,125.17
500.0,646.0,0.167,0.0,40.0,2.0,2.0,785.8,60.0,0.0,0.0,Rejected,0.7602,High,268.8
500.0,635.0,0.13,13.0,61.0,2.0,1.0,322.7,24.0,0.0,0.0,Manual Review,0.5865,Medium,85.17
455.2,676.0,0.178,43.0,26.0,1.0,3.0,945.5,24.0,0.0,1.0,Manual Review,0.5735,Medium,244.0
500.0,585.0,0.171,56.0,22.0,0.0,2.0,180.2,12.0,0.0,1.0,Manual Review,0.5205,Medium,42.21
500.0,661.0,0.185,12.0,25.0,5.0,3.0,475.8,36.0,0.0,1.0,Manual Review,0.5521,Medium,118.21
232.2,599.0,0.219,24.0,37.0,2.0,0.0,416.3,60.0,0.0,0.0,Manual Review,0.5869,Medium,109.94
278.2,679.0,0.338,19.0,70.0,1.0,1.0,133.9,36.0,1.0,1.0,Manual Review,0.5958,Medium,35.9
500.0,669.0,0.46,19.0,18.0,1.0,1.0,433.2,60.0,1.0,0.0,Manual Review,0.5407,Medium,105.41
500.0,545.0,0.301,9.0,45.0,1.0,1.0,282.4,36.0,0.0,0.0,Manual Review,0.5644,Medium,71.73
498.0,706.0,0.241,5.0,29.0,0.0,1.0,1394.7,36.0,0.0,1.0,Rejected,0.6096,High,382.6
500.0,577.0,0.042,7.0,35.0,1.0,0.0,324.2,120.0,0.0,0.0,Manual Review,0.5589,Medium,81.53
500.0,684.0,0.649,2.0,22.0,1.0,1.0,595.9,36.0,0.0,0.0,Manual Review,0.5571,Medium,149.39
416.8,649.0,0.281,7.0,48.0,0.0,3.0,168.1,36.0,0.0,0.0,Manual Review,0.5613,Medium,42.46
370.0,767.0,0.291,0.0,37.0,0.0,4.0,543.9,36.0,1.0,1.0,Rejected,0.797,High,195.07
500.0,602.0,0.546,35.0,51.0,1.0,1.0,322.9,24.0,0.0,1.0,Manual Review,0.5756,Medium,83.64
334.8,592.0,0.19,13.0,40.0,1.0,0.0,241.9,48.0,1.0,1.0,Manual Review,0.5671,Medium,61.74
500.0,618.0,0.249,130.0,18.0,0.0,1.0,2000.0,36.0,0.0,1.0,Rejected,0.6139,High,552.52
233.1,595.0,0.439,7.0,51.0,0.0,0.0,339.2,60.0,0.0,0.0,Rejected,0.8103,High,123.69
500.0,683.0,0.464,15.0,18.0,0.0,1.0,379.9,60.0,0.0,0.0,Manual Review,0.5359,Medium,91.61
500.0,490.0,0.267,15.0,18.0,2.0,2.0,926.1,48.0,0.0,0.0,Manual Review,0.569,Medium,237.11
500.0,535.0,0.282,0.0,26.0,0.0,3.0,243.4,12.0,1.0,0.0,Manual Review,0.534,Medium,58.49
500.0,534.0,0.569,65.0,27.0,0.0,2.0,621.5,48.0,1.0,1.0,Manual Review,0.5658,Medium,158.23
500.0,696.0,0.224,1.0,54.0,2.0,0.0,677.0,24.0,0.0,1.0,Rejected,0.7929,High,241.56
500.0,756.0,0.231,101.0,35.0,1.0,0.0,547.4,48.0,0.0,1.0,Rejected,0.7555,High,186.11
217.5,611.0,0.353,80.0,52.0,0.0,1.0,2000.0,60.0,0.0,1.0,Rejected,0.6309,High,567.79
288.0,606.0,0.232,27.0,31.0,1.0,1.0,236.5,24.0,1.0,0.0,Manual Review,0.5549,Medium,59.06
399.5,625.0,0.238,28.0,41.0,1.0,4.0,1540.0,60.0,1.0,0.0,Rejected,0.628,High,435.19
500.0,712.0,0.365,38.0,43.0,1.0,1.0,656.6,84.0,0.0,1.0,Rejected,0.7909,High,233.69
500.0,545.0,0.413,17.0,46.0,1.0,2.0,931.7,60.0,0.0,0.0,Manual Review,0.5922,Medium,248.28
379.8,639.0,0.141,37.0,32.0,3.0,0.0,591.4,36.0,0.0,0.0,Rejected,0.635,High,168.99
500.0,698.0,0.279,1.0,33.0,1.0,3.0,2000.0,48.0,0.0,1.0,Rejected,0.6205,High,558.48
374.2,660.0,0.477,2.0,34.0,0.0,1.0,348.4,84.0,0.0,0.0,Manual Review,0.5706,Medium,89.46
402.2,635.0,0.362,21.0,18.0,0.0,1.0,670.0,36.0,0.0,0.0,Manual Review,0.5541,Medium,167.06
270.2,700.0,0.296,28.0,36.0,0.0,2.0,1279.0,60.0,1.0,1.0,Rejected,0.6264,High,360.5
344.1,403.0,0.346,78.0,33.0,1.0,3.0,287.8,12.0,0.0,0.0,Manual Review,0.5614,Medium,72.7
277.8,674.0,0.108,3.0,44.0,1.0,0.0,1002.0,12.0,0.0,1.0,Rejected,0.6277,High,283.04
335.2,567.0,0.227,62.0,39.0,1.0,3.0,443.4,60.0,1.0,0.0,Rejected,0.7882,High,157.28
500.0,473.0,0.151,8.0,54.0,0.0,4.0,167.6,60.0,0.0,0.0,Manual Review,0.5621,Medium,42.4
339.6,660.0,0.295,18.0,38.0,1.0,5.0,140.9,60.0,0.0,1.0,Manual Review,0.5501,Medium,34.88
500.0,729.0,0.536,13.0,31.0,3.0,0.0,418.5,84.0,0.0,0.0,Manual Review,0.5551,Medium,104.53
500.0,609.0,0.138,18.0,38.0,0.0,0.0,994.4,24.0,0.0,0.0,Manual Review,0.5878,Medium,263.02
500.0,696.0,0.264,5.0,46.0,0.0,0.0,85.3,36.0,0.0,1.0,Manual Review,0.5463,Medium,20.97
355.5,748.0,0.167,25.0,18.0,0.0,0.0,528.4,84.0,0.0,1.0,Rejected,0.7746,High,184.18
500.0,725.0,0.129,58.0,29.0,0.0,1.0,919.0,24.0,1.0,1.0,Manual Review,0.5756,Medium,238.05
409.4,751.0,0.327,20.0,29.0,1.0,1.0,161.9,60.0,0.0,1.0,Manual Review,0.5314,Medium,38.72
500.0,679.0,0.116,24.0,42.0,2.0,0.0,271.0,48.0,1.0,1.0,Manual Review,0.5596,Medium,68.24
500.0,626.0,0.338,68.0,44.0,0.0,0.0,711.5,24.0,0.0,1.0,Rejected,0.7781,High,249.14
500.0,491.0,0.36,44.0,39.0,0.0,2.0,887.4,36.0,1.0,1.0,Manual Review,0.5863,Medium,234.13
500.0,600.0,0.174,24.0,18.0,1.0,3.0,1624.1,48.0,0.0,0.0,Rejected,0.6083,High,444.59
384.1,552.0,0.278,10.0,18.0,1.0,3.0,281.6,84.0,0.0,0.0,Manual Review,0.5349,Medium,67.79
500.0,793.0,0.674,77.0,35.0,2.0,0.0,234.4,60.0,0.0,1.0,Manual Review,0.5505,Medium,58.07
500.0,605.0,0.036,30.0,31.0,0.0,4.0,1688.5,48.0,0.0,1.0,Rejected,0.6187,High,470.14
399.1,629.0,0.224,8.0,38.0,0.0,2.0,246.0,48.0,0.0,0.0,Manual Review,0.5592,Medium,61.91
500.0,664.0,0.598,11.0,32.0,1.0,1.0,675.4,36.0,1.0,0.0,Rejected,0.7565,High,229.92
500.0,623.0,0.347,58.0,56.0,0.0,0.0,2000.0,24.0,0.0,1.0,Rejected,0.6362,High,572.54
412.1,755.0,0.403,1.0,18.0,0.0,2.0,821.9,36.0,0.0,0.0,Manual Review,0.5697,Medium,210.69
500.0,570.0,0.528,174.0,41.0,0.0,1.0,842.2,12.0,0.0,1.0,Manual Review,0.5794,Medium,219.57
500.0,635.0,0.46,5.0,47.0,1.0,2.0,1251.2,36.0,1.0,0.0,Manual Review,0.5984,Medium,336.93
500.0,560.0,0.335,57.0,46.0,1.0,3.0,684.9,36.0,0.0,0.0,Rejected,0.7796,High,240.29
249.0,514.0,0.39,18.0,47.0,2.0,2.0,845.5,36.0,1.0,0.0,Rejected,0.6275,High,238.75
379.6,571.0,0.147,24.0,49.0,1.0,4.0,342.2,12.0,1.0,0.0,Manual Review,0.5849,Medium,90.06
482.4,617.0,0.234,76.0,30.0,0.0,2.0,1138.4,48.0,0.0,1.0,Manual Review,0.5872,Medium,300.81
500.0,585.0,0.536,19.0,24.0,1.0,0.0,626.5,48.0,0.0,0.0,Manual Review,0.5626,Medium,158.6
500.0,564.0,0.546,27.0,18.0,1.0,2.0,138.0,24.0,1.0,0.0,Manual Review,0.5117,Medium,31.78
500.0,507.0,0.293,1.0,33.0,1.0,0.0,546.6,84.0,0.0,0.0,Rejected,0.7497,High,184.39
280.0,613.0,0.261,0.0,28.0,1.0,3.0,79.3,24.0,0.0,0.0,Manual Review,0.5256,Medium,18.76
500.0,499.0,0.146,10.0,51.0,1.0,0.0,796.8,84.0,1.0,0.0,Manual Review,0.5809,Medium,208.29
500.0,680.0,0.384,41.0,34.0,0.0,1.0,373.4,12.0,1.0,1.0,Manual Review,0.5627,Medium,94.55
500.0,626.0,0.037,4.0,25.0,1.0,0.0,2000.0,84.0,1.0,0.0,Rejected,0.6182,High,556.42
500.0,503.0,0.153,4.0,23.0,2.0,2.0,665.9,12.0,0.0,0.0,Rejected,0.7654,High,229.35
500.0,595.0,0.329,19.0,61.0,0.0,0.0,942.7,60.0,0.0,0.0,Rejected,0.6093,High,258.48
500.0,559.0,0.303,37.0,37.0,1.0,1.0,194.4,36.0,0.0,0.0,Manual Review,0.5478,Medium,47.92
500.0,645.0,0.266,44.0,28.0,1.0,0.0,778.3,60.0,0.0,0.0,Rejected,0.6286,High,220.14
238.0,727.0,0.239,7.0,39.0,0.0,1.0,269.6,36.0,0.0,1.0,Rejected,0.6747,High,81.85
500.0,469.0,0.067,2.0,60.0,0.0,3.0,1076.9,24.0,0.0,0.0,Manual Review,0.5988,Medium,290.2
500.0,629.0,0.542,101.0,33.0,0.0,2.0,184.0,60.0,0.0,1.0,Manual Review,0.5395,Medium,44.67
500.0,607.0,0.167,10.0,46.0,0.0,0.0,491.4,24.0,1.0,0.0,Manual Review,0.5814,Medium,128.55
288.4,673.0,0.313,69.0,52.0,0.0,1.0,178.2,84.0,1.0,1.0,Manual Review,0.5757,Medium,46.17
318.0,637.0,0.575,71.0,18.0,2.0,2.0,497.7,24.0,1.0,0.0,Rejected,0.7348,High,164.57
500.0,559.0,0.425,53.0,30.0,2.0,1.0,2000.0,48.0,0.0,0.0,Rejected,0.6207,High,558.65
500.0,594.0,0.603,6.0,50.0,2.0,1.0,801.5,60.0,0.0,0.0,Manual Review,0.5832,Medium,210.33
500.0,556.0,0.164,62.0,29.0,0.0,1.0,438.5,36.0,1.0,1.0,Manual Review,0.5533,Medium,109.18
500.0,706.0,0.209,52.0,42.0,0.0,0.0,62.8,36.0,0.0,1.0,Manual Review,0.5395,Medium,15.25
500.0,621.0,0.481,32.0,28.0,1.0,1.0,293.2,60.0,0.0,0.0,Manual Review,0.5399,Medium,71.23
500.0,772.0,0.251,14.0,32.0,1.0,0.0,658.0,60.0,0.0,1.0,Rejected,0.7755,High,229.64
421.8,615.0,0.137,10.0,31.0,1.0,0.0,299.1,84.0,0.0,0.0,Manual Review,0.5497,Medium,73.99
500.0,563.0,0.625,4.0,45.0,0.0,2.0,1409.7,36.0,0.0,0.0,Rejected,0.6181,High,392.1
433.3,498.0,0.192,25.0,40.0,0.0,1.0,476.6,48.0,1.0,1.0,Rejected,0.76,High,162.99
439.4,475.0,0.299,31.0,39.0,0.0,2.0,1066.7,36.0,1.0,1.0,Manual Review,0.5989,Medium,287.49
467.8,493.0,0.268,16.0,68.0,0.0,2.0,530.3,36.0,0.0,0.0,Rejected,0.7198,High,171.77
500.0,641.0,0.314,23.0,58.0,1.0,1.0,360.9,60.0,0.0,0.0,Manual Review,0.5847,Medium,94.96
429.8,660.0,0.166,16.0,18.0,0.0,2.0,308.7,36.0,1.0,1.0,Manual Review,0.5341,Medium,74.2
500.0,493.0,0.035,36.0,32.0,1.0,0.0,200.3,36.0,0.0,0.0,Manual Review,0.5405,Medium,48.72
349.1,691.0,0.346,83.0,67.0,2.0,0.0,1082.2,36.0,0.0,1.0,Rejected,0.6422,High,312.76
497.3,581.0,0.348,6.0,31.0,0.0,5.0,319.6,60.0,1.0,0.0,Manual Review,0.5465,Medium,78.6
438.2,631.0,0.082,17.0,63.0,0.0,0.0,683.5,84.0,1.0,0.0,Rejected,0.7905,High,243.14
500.0,748.0,0.216,5.0,32.0,2.0,0.0,295.6,60.0,1.0,1.0,Manual Review,0.5497,Medium,73.12
500.0,691.0,0.083,35.0,35.0,1.0,1.0,189.2,48.0,0.0,1.0,Manual Review,0.5461,Medium,46.5
500.0,598.0,0.417,46.0,48.0,2.0,0.0,701.7,60.0,0.0,0.0,Rejected,0.7813,High,246.72
259.8,548.0,0.088,96.0,36.0,2.0,0.0,247.7,48.0,1.0,0.0,Manual Review,0.5726,Medium,63.82
500.0,447.0,0.353,11.0,43.0,0.0,0.0,326.7,24.0,0.0,0.0,Manual Review,0.5649,Medium,83.05
500.0,562.0,0.382,107.0,56.0,1.0,1.0,165.8,24.0,1.0,0.0,Manual Review,0.566,Medium,42.23
500.0,603.0,0.254,2.0,47.0,1.0,2.0,303.4,12.0,0.0,0.0,Manual Review,0.5671,Medium,77.42
500.0,541.0,0.607,33.0,39.0,1.0,0.0,458.9,48.0,1.0,0.0,Manual Review,0.5718,Medium,118.09
421.6,609.0,0.019,2.0,58.0,0.0,1.0,357.6,60.0,0.0,0.0,Manual Review,0.5896,Medium,94.88
500.0,626.0,0.419,80.0,48.0,2.0,1.0,866.1,36.0,0.0,0.0,Manual Review,0.5927,Medium,231.0
500.0,602.0,0.34,27.0,29.0,0.0,2.0,505.7,36.0,0.0,1.0,Rejected,0.7202,High,163.9
455.4,567.0,0.485,39.0,61.0,0.0,1.0,2000.0,84.0,0.0,1.0,Rejected,0.6395,High,575.56
437.0,633.0,0.615,64.0,45.0,0.0,1.0,632.0,60.0,0.0,1.0,Rejected,0.8022,High,228.16
500.0,655.0,0.282,5.0,35.0,0.0,3.0,112.3,60.0,0.0,1.0,Manual Review,0.5384,Medium,27.21
500.0,532.0,0.239,1.0,18.0,2.0,1.0,379.6,36.0,1.0,0.0,Manual Review,0.5358,Medium,91.53
420.4,732.0,0.537,75.0,21.0,2.0,0.0,406.8,24.0,0.0,1.0,Manual Review,0.5463,Medium,100.0
442.5,612.0,0.169,13.0,58.0,1.0,0.0,275.5,12.0,0.0,0.0,Manual Review,0.5809,Medium,72.02
474.2,621.0,0.422,4.0,58.0,1.0,0.0,477.0,24.0,0.0,0.0,Manual Review,0.5996,Medium,128.71
278.8,676.0,0.326,22.0,39.0,0.0,2.0,269.0,36.0,1.0,1.0,Manual Review,0.5741,Medium,69.49
344.9,638.0,0.567,32.0,18.0,2.0,5.0,587.4,48.0,0.0,0.0,Manual Review,0.5577,Medium,147.42
330.5,696.0,0.071,1.0,24.0,1.0,4.0,97.8,24.0,0.0,0.0,Manual Review,0.5238,Medium,23.05
371.9,642.0,0.062,11.0,18.0,1.0,1.0,1124.1,24.0,1.0,0.0,Rejected,0.6042,High,305.63
500.0,571.0,0.208,1.0,18.0,2.0,0.0,127.3,24.0,0.0,0.0,Manual Review,0.5106,Medium,29.25
500.0,648.0,0.278,19.0,62.0,1.0,3.0,364.5,48.0,0.0,1.0,Manual Review,0.5989,Medium,98.24
500.0,528.0,0.388,81.0,62.0,0.0,3.0,250.5,48.0,0.0,1.0,Manual Review,0.5898,Medium,66.49
331.4,628.0,0.137,145.0,24.0,3.0,2.0,574.9,48.0,1.0,0.0,Manual Review,0.5671,Medium,146.71
500.0,617.0,0.043,36.0,37.0,0.0,0.0,388.7,36.0,0.0,1.0,Manual Review,0.5654,Medium,98.9
490.6,603.0,0.703,6.0,22.0,1.0,1.0,550.5,36.0,1.0,0.0,Rejected,0.6016,High,149.03
500.0,609.0,0.203,85.0,37.0,1.0,1.0,1094.9,24.0,1.0,0.0,Manual Review,0.5855,Medium,288.5
500.0,469.0,0.464,26.0,57.0,1.0,2.0,832.4,36.0,0.0,0.0,Manual Review,0.5929,Medium,222.08
311.4,576.0,0.12,6.0,50.0,0.0,4.0,463.4,84.0,1.0,1.0,Rejected,0.8105,High,169.02
500.0,627.0,0.228,91.0,47.0,0.0,1.0,650.0,120.0,0.0,1.0,Rejected,0.7978,High,233.35
500.0,632.0,0.09,50.0,35.0,1.0,1.0,2000.0,48.0,0.0,0.0,Rejected,0.6254,High,562.86
500.0,537.0,0.649,47.0,53.0,0.0,1.0,856.5,84.0,0.0,1.0,Manual Review,0.5919,Medium,228.15
500.0,721.0,0.186,44.0,45.0,1.0,2.0,355.9,48.0,1.0,1.0,Manual Review,0.5707,Medium,91.39
500.0,550.0,0.07,8.0,42.0,1.0,2.0,1251.0,12.0,0.0,0.0,Manual Review,0.5971,Medium,336.15
396.9,697.0,0.545,8.0,36.0,0.0,3.0,615.5,120.0,0.0,0.0,Rejected,0.641,High,177.53
418.7,654.0,0.208,41.0,41.0,1.0,0.0,208.3,24.0,0.0,1.0,Manual Review,0.5574,Medium,52.25
399.8,568.0,0.585,8.0,41.0,0.0,0.0,389.5,60.0,0.0,0.0,Manual Review,0.5772,Medium,101.16
413.6,762.0,0.343,20.0,31.0,0.0,3.0,138.6,36.0,0.0,1.0,Manual Review,0.532,Medium,33.18
397.0,524.0,0.287,54.0,28.0,1.0,0.0,72.3,36.0,0.0,0.0,Manual Review,0.52,Medium,16.92
500.0,693.0,0.42,55.0,26.0,1.0,2.0,210.7,48.0,0.0,1.0,Manual Review,0.5308,Medium,50.33
500.0,700.0,0.157,21.0,26.0,0.0,1.0,496.5,36.0,0.0,1.0,Manual Review,0.5567,Medium,124.39
410.4,566.0,0.195,56.0,35.0,1.0,1.0,497.6,36.0,0.0,1.0,Manual Review,0.578,Medium,129.42
360.1,731.0,0.301,65.0,33.0,1.0,1.0,145.5,36.0,0.0,0.0,Manual Review,0.5417,Medium,35.47
500.0,599.0,0.417,38.0,30.0,1.0,1.0,67.1,36.0,1.0,0.0,Manual Review,0.5208,Medium,15.73
414.3,643.0,0.279,9.0,29.0,1.0,0.0,1459.8,120.0,1.0,0.0,Rejected,0.6195,High,406.94
500.0,640.0,0.044,11.0,41.0,0.0,2.0,485.7,60.0,0.0,0.0,Manual Review,0.5768,Medium,126.08
500.0,609.0,0.309,13.0,54.0,0.0,3.0,1562.4,48.0,0.0,0.0,Rejected,0.6301,High,442.99
255.9,684.0,0.22,4.0,37.0,0.0,3.0,1492.7,24.0,1.0,1.0,Rejected,0.6285,High,422.2
500.0,683.0,0.278,11.0,37.0,0.0,1.0,810.1,60.0,1.0,1.0,Manual Review,0.5724,Medium,208.67
500.0,480.0,0.248,8.0,26.0,1.0,2.0,471.9,24.0,0.0,0.0,Manual Review,0.5547,Medium,117.8
401.9,724.0,0.244,21.0,35.0,2.0,2.0,327.4,36.0,0.0,1.0,Manual Review,0.5663,Medium,83.43
449.8,487.0,0.287,86.0,52.0,0.0,2.0,799.8,36.0,0.0,1.0,Manual Review,0.5979,Medium,215.21
500.0,702.0,0.457,3.0,50.0,1.0,1.0,396.1,84.0,0.0,0.0,Manual Review,0.581,Medium,103.55
500.0,710.0,0.116,45.0,49.0,1.0,3.0,280.8,24.0,0.0,0.0,Manual Review,0.571,Medium,72.15
500.0,532.0,0.213,41.0,49.0,0.0,1.0,84.0,24.0,1.0,1.0,Manual Review,0.5527,Medium,20.89
500.0,587.0,0.109,3.0,43.0,1.0,1.0,421.1,48.0,0.0,0.0,Manual Review,0.5726,Medium,108.51
499.8,531.0,0.207,92.0,42.0,2.0,1.0,1082.2,36.0,0.0,0.0,Manual Review,0.5851,Medium,284.93
366.3,602.0,0.279,30.0,40.0,0.0,1.0,1232.6,48.0,1.0,1.0,Rejected,0.6286,High,348.66
273.9,595.0,0.117,16.0,32.0,1.0,3.0,469.7,48.0,1.0,0.0,Manual Review,0.5688,Medium,120.22
378.8,682.0,0.315,50.0,39.0,0.0,1.0,221.1,36.0,1.0,1.0,Manual Review,0.5582,Medium,55.54
500.0,724.0,0.316,10.0,40.0,1.0,3.0,926.7,24.0,1.0,1.0,Manual Review,0.5905,Medium,246.24
500.0,731.0,0.134,42.0,45.0,0.0,4.0,444.6,24.0,0.0,1.0,Manual Review,0.5776,Medium,115.56
421.5,575.0,0.223,1.0,39.0,0.0,1.0,335.9,60.0,1.0,0.0,Manual Review,0.5672,Medium,85.74
500.0,603.0,0.044,65.0,63.0,1.0,2.0,140.4,84.0,1.0,1.0,Manual Review,0.581,Medium,36.71
500.0,485.0,0.137,21.0,23.0,1.0,0.0,2000.0,36.0,0.0,0.0,Rejected,0.6157,High,554.17
500.0,555.0,0.194,36.0,47.0,2.0,3.0,812.5,24.0,0.0,0.0,Manual Review,0.5774,Medium,211.11
500.0,697.0,0.175,9.0,37.0,0.0,1.0,885.8,24.0,0.0,1.0,Manual Review,0.586,Medium,233.59
418.7,749.0,0.059,40.0,38.0,0.0,2.0,225.7,48.0,1.0,1.0,Manual Review,0.5557,Medium,56.44
427.5,521.0,0.102,53.0,28.0,1.0,1.0,479.7,60.0,0.0,0.0,Rejected,0.6066,High,130.94
500.0,572.0,0.222,23.0,50.0,0.0,2.0,421.7,36.0,0.0,0.0,Manual Review,0.5829,Medium,110.62
500.0,617.0,0.5,34.0,45.0,1.0,1.0,841.4,60.0,0.0,0.0,Manual Review,0.5805,Medium,219.79
500.0,642.0,0.401,21.0,48.0,0.0,4.0,1335.7,60.0,0.0,0.0,Rejected,0.6201,High,372.72
500.0,555.0,0.271,80.0,40.0,0.0,1.0,142.9,84.0,0.0,1.0,Manual Review,0.5467,Medium,35.15
456.2,653.0,0.362,24.0,34.0,1.0,1.0,190.5,24.0,0.0,1.0,Manual Review,0.5476,Medium,46.95
500.0,582.0,0.525,66.0,37.0,0.0,1.0,754.5,24.0,1.0,1.0,Rejected,0.7979,High,270.9
500.0,618.0,0.094,58.0,43.0,0.0,2.0,299.8,24.0,0.0,1.0,Manual Review,0.5626,Medium,75.9
500.0,663.0,0.542,19.0,18.0,0.0,0.0,863.8,84.0,0.0,0.0,Manual Review,0.5632,Medium,218.91
500.0,620.0,0.376,9.0,48.0,1.0,1.0,333.9,60.0,0.0,0.0,Manual Review,0.5725,Medium,86.03
500.0,585.0,0.457,18.0,67.0,1.0,2.0,165.7,48.0,0.0,0.0,Manual Review,0.5869,Medium,43.76
